suicide_country,suicide_year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),Generation,WHR2018Chapter2OnlineData_country,WHR2018Chapter2OnlineData_year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate),GINI index (World Bank estimate),average 2000-15
Albania,2007,male,5-14 years,4,272497,1.47,Albania2007,,10701011897,3863,Generation Z,Albania,2007,4.634251595,9.077324867,0.821371615,66.57662964,0.528604746,-0.016182963,0.874699533,0.552677572,0.24633503,0.300680578,-0.045107771,-0.420024097,1.764946938,0.380848318,,0.30325,
Albania,2007,female,5-14 years,0,256808,0,Albania2007,,10701011897,3863,Generation Z,Albania,2007,4.634251595,9.077324867,0.821371615,66.57662964,0.528604746,-0.016182963,0.874699533,0.552677572,0.24633503,0.300680578,-0.045107771,-0.420024097,1.764946938,0.380848318,,0.30325,
Albania,2009,female,15-24 years,0,270003,0,Albania2009,,12044212904,4387,Millenials,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2009,female,25-34 years,0,182712,0,Albania2009,,12044212904,4387,Generation X,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2009,female,35-54 years,0,394286,0,Albania2009,,12044212904,4387,Boomers,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2009,female,5-14 years,0,236174,0,Albania2009,,12044212904,4387,Generation Z,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2009,female,55-74 years,0,233302,0,Albania2009,,12044212904,4387,Silent,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2009,female,75+ years,0,61582,0,Albania2009,,12044212904,4387,Silent,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2009,male,15-24 years,0,283448,0,Albania2009,,12044212904,4387,Millenials,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2009,male,25-34 years,0,174955,0,Albania2009,,12044212904,4387,Generation X,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2009,male,35-54 years,0,374365,0,Albania2009,,12044212904,4387,Boomers,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2009,male,5-14 years,0,253007,0,Albania2009,,12044212904,4387,Generation Z,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2009,male,55-74 years,0,234570,0,Albania2009,,12044212904,4387,Silent,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2009,male,75+ years,0,47331,0,Albania2009,,12044212904,4387,Silent,Albania,2009,5.485469818,9.161632538,0.833046615,67.10360718,0.525223255,-0.162897274,0.863665402,0.640023768,0.279256523,,0.048114333,-0.264634758,1.919640422,0.349950045,,0.30325,0.617361069
Albania,2010,male,55-74 years,20,241852,8.27,Albania2010,0.722,11926953259,4359,Silent,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2010,male,35-54 years,20,371611,5.38,Albania2010,0.722,11926953259,4359,Generation X,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2010,male,25-34 years,9,179720,5.01,Albania2010,0.722,11926953259,4359,Generation X,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2010,male,75+ years,2,50767,3.94,Albania2010,0.722,11926953259,4359,Silent,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2010,male,15-24 years,10,279508,3.58,Albania2010,0.722,11926953259,4359,Millenials,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2010,female,25-34 years,6,183579,3.27,Albania2010,0.722,11926953259,4359,Generation X,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2010,female,75+ years,2,64415,3.1,Albania2010,0.722,11926953259,4359,Silent,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2010,female,35-54 years,12,394593,3.04,Albania2010,0.722,11926953259,4359,Generation X,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2010,female,55-74 years,7,241491,2.9,Albania2010,0.722,11926953259,4359,Silent,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2010,female,15-24 years,6,263581,2.28,Albania2010,0.722,11926953259,4359,Millenials,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2010,female,5-14 years,2,223969,0.89,Albania2010,0.722,11926953259,4359,Generation Z,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Albania,2010,male,5-14 years,0,240939,0,Albania2010,0.722,11926953259,4359,Generation Z,Albania,2010,5.268936634,9.203025818,0.73315227,67.41369629,0.568958402,-0.177532762,0.726261675,0.647908092,0.300060242,,-0.033830658,-0.246433005,1.862201214,0.353430182,,0.30325,0.54352808
Argentina,2006,male,75+ years,246,620010,39.68,Argentina2006,,2.32557E+11,6475,Silent,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2006,male,15-24 years,656,3357424,19.54,Argentina2006,,2.32557E+11,6475,Millenials,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2006,male,55-74 years,487,2540712,19.17,Argentina2006,,2.32557E+11,6475,Silent,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2006,male,25-34 years,483,3068991,15.74,Argentina2006,,2.32557E+11,6475,Generation X,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2006,male,35-54 years,585,4383730,13.34,Argentina2006,,2.32557E+11,6475,Boomers,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2006,female,15-24 years,175,3271703,5.35,Argentina2006,,2.32557E+11,6475,Millenials,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2006,female,55-74 years,115,2983954,3.85,Argentina2006,,2.32557E+11,6475,Silent,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2006,female,35-54 years,160,4549471,3.52,Argentina2006,,2.32557E+11,6475,Boomers,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2006,female,25-34 years,105,3070419,3.42,Argentina2006,,2.32557E+11,6475,Generation X,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2006,female,75+ years,31,1132977,2.74,Argentina2006,,2.32557E+11,6475,Silent,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2006,male,5-14 years,39,3527369,1.11,Argentina2006,,2.32557E+11,6475,Millenials,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2006,female,5-14 years,26,3412126,0.76,Argentina2006,,2.32557E+11,6475,Millenials,Argentina,2006,6.312925339,9.716691971,0.938462794,65.98742676,0.733003676,-0.156323865,0.851799488,0.824682415,0.328230023,0.517504096,0.203246102,-0.399083436,1.97683239,0.313140482,0.483,0.476066667,
Argentina,2007,male,75+ years,225,634995,35.43,Argentina2007,,2.87531E+11,7918,Silent,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2007,male,15-24 years,577,3381171,17.07,Argentina2007,,2.87531E+11,7918,Millenials,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2007,male,55-74 years,438,2582754,16.96,Argentina2007,,2.87531E+11,7918,Silent,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2007,male,25-34 years,490,3125322,15.68,Argentina2007,,2.87531E+11,7918,Generation X,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2007,male,35-54 years,571,4436541,12.87,Argentina2007,,2.87531E+11,7918,Boomers,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2007,female,15-24 years,146,3292790,4.43,Argentina2007,,2.87531E+11,7918,Millenials,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2007,female,25-34 years,126,3120162,4.04,Argentina2007,,2.87531E+11,7918,Generation X,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2007,female,55-74 years,108,3033008,3.56,Argentina2007,,2.87531E+11,7918,Silent,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2007,female,35-54 years,155,4601874,3.37,Argentina2007,,2.87531E+11,7918,Boomers,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2007,female,75+ years,31,1161794,2.67,Argentina2007,,2.87531E+11,7918,Silent,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2007,male,5-14 years,45,3530454,1.27,Argentina2007,,2.87531E+11,7918,Generation Z,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2007,female,5-14 years,34,3414627,1,Argentina2007,,2.87531E+11,7918,Generation Z,Argentina,2007,6.073158264,9.792595863,0.862205565,66.1286087,0.652832627,-0.140862063,0.881057739,0.827919722,0.279007971,0.405823737,0.273739934,-0.404017568,2.03910327,0.33575666,0.474,0.476066667,
Argentina,2008,male,75+ years,208,646185,32.19,Argentina2008,,3.61558E+11,9843,Silent,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2008,male,15-24 years,625,3410092,18.33,Argentina2008,,3.61558E+11,9843,Millenials,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2008,male,55-74 years,463,2630686,17.6,Argentina2008,,3.61558E+11,9843,Silent,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2008,male,25-34 years,531,3172743,16.74,Argentina2008,,3.61558E+11,9843,Generation X,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2008,male,35-54 years,582,4496672,12.94,Argentina2008,,3.61558E+11,9843,Boomers,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2008,female,15-24 years,180,3319037,5.42,Argentina2008,,3.61558E+11,9843,Millenials,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2008,female,35-54 years,173,4660022,3.71,Argentina2008,,3.61558E+11,9843,Boomers,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2008,female,55-74 years,108,3088727,3.5,Argentina2008,,3.61558E+11,9843,Silent,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2008,female,75+ years,36,1188016,3.03,Argentina2008,,3.61558E+11,9843,Silent,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2008,female,25-34 years,94,3159967,2.97,Argentina2008,,3.61558E+11,9843,Generation X,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2008,male,5-14 years,39,3539110,1.1,Argentina2008,,3.61558E+11,9843,Generation Z,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2008,female,5-14 years,20,3422263,0.58,Argentina2008,,3.61558E+11,9843,Generation Z,Argentina,2008,5.961034298,9.822107315,0.89219451,66.26942444,0.678222179,-0.131773502,0.864996254,0.823408544,0.318222284,0.286370575,0.136836872,-0.499129236,2.146841764,0.360145837,0.463,0.476066667,
Argentina,2009,male,75+ years,177,653486,27.09,Argentina2009,,3.32976E+11,8961,Silent,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2009,male,15-24 years,609,3436265,17.72,Argentina2009,,3.32976E+11,8961,Millenials,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2009,male,55-74 years,434,2683502,16.17,Argentina2009,,3.32976E+11,8961,Silent,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2009,male,25-34 years,504,3210244,15.7,Argentina2009,,3.32976E+11,8961,Generation X,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2009,male,35-54 years,542,4566645,11.87,Argentina2009,,3.32976E+11,8961,Boomers,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2009,female,15-24 years,164,3342385,4.91,Argentina2009,,3.32976E+11,8961,Millenials,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2009,female,55-74 years,112,3148915,3.56,Argentina2009,,3.32976E+11,8961,Silent,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2009,female,25-34 years,105,3189773,3.29,Argentina2009,,3.32976E+11,8961,Generation X,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2009,female,35-54 years,150,4726814,3.17,Argentina2009,,3.32976E+11,8961,Boomers,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2009,female,75+ years,25,1211934,2.06,Argentina2009,,3.32976E+11,8961,Silent,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2009,male,5-14 years,34,3553154,0.96,Argentina2009,,3.32976E+11,8961,Generation Z,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2009,female,5-14 years,28,3434884,0.82,Argentina2009,,3.32976E+11,8961,Generation Z,Argentina,2009,6.424133301,9.750824928,0.918693185,66.41030884,0.63664645,-0.129522815,0.8847422,0.863785565,0.236901477,0.273821533,0.023820966,-0.570943594,2.067741632,0.321870923,0.453,0.476066667,0.368421584
Argentina,2010,male,75+ years,206,657096,31.35,Argentina2010,0.811,4.23627E+11,11273,Silent,Argentina,2010,6.441067219,9.836923599,0.926798582,66.55217743,0.730258167,-0.125791952,0.854695439,0.846135557,0.210975498,0.351856142,0.138445795,-0.469284207,2.107838392,0.327249855,0.445,0.476066667,0.366741836
Argentina,2010,male,15-24 years,683,3455127,19.77,Argentina2010,0.811,4.23627E+11,11273,Millenials,Argentina,2010,6.441067219,9.836923599,0.926798582,66.55217743,0.730258167,-0.125791952,0.854695439,0.846135557,0.210975498,0.351856142,0.138445795,-0.469284207,2.107838392,0.327249855,0.445,0.476066667,0.366741836
Argentina,2010,male,25-34 years,485,3237957,14.98,Argentina2010,0.811,4.23627E+11,11273,Generation X,Argentina,2010,6.441067219,9.836923599,0.926798582,66.55217743,0.730258167,-0.125791952,0.854695439,0.846135557,0.210975498,0.351856142,0.138445795,-0.469284207,2.107838392,0.327249855,0.445,0.476066667,0.366741836
Argentina,2010,male,55-74 years,397,2740656,14.49,Argentina2010,0.811,4.23627E+11,11273,Silent,Argentina,2010,6.441067219,9.836923599,0.926798582,66.55217743,0.730258167,-0.125791952,0.854695439,0.846135557,0.210975498,0.351856142,0.138445795,-0.469284207,2.107838392,0.327249855,0.445,0.476066667,0.366741836
